UNITID,INSTNM,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,FAXTELE,EIN,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,IALIAS,INSTCAT,CCBASIC,CCIPUG,CCIPGRAD,CCUGPROF,CCENRPRF,CCSIZSET,CARNEGIE,LANDGRNT,INSTSIZE,CBSA,CBSATYPE,CSA,NECTA,F1SYSTYP,F1SYSNAM,F1SYSCOD,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE
106102,Western International University,1601 W Fountainhead Parkway,Tempe,AZ,85282,4,6,Tracy Lorenz,President,6029432311,6029441831,860781545,2171500,1,www.west.edu,www.west.edu/try-west,www.west.edu/affordability,www.west.edu/try-west,www.west.edu/calc/npcalc.htm,3,1,3,7,1,1,20,1,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,3,West,2,19,2,7,9,4,9,21,2,2,38060,1,-2,-2,1,"Apollo Education Group, Inc",300340,4013,Maricopa County,409,-111.96412,33.403635
106111,Empire Beauty School-NW Phoenix,2727 W. Glendale Ave. #200,Glendale,AZ,85051,4,6,Michael Bouman,President/COO,8009204593,5704294256,208939053,945915,1,www.empire.edu,www.empire.edu,www.empire.edu, ,www.empire.edu/net-price-calculator,9,3,3,2,1,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,38060,1,-2,-2,1,EEG Inc.,301640,4013,Maricopa County,407,-112.118168,33.538093
106148,Yavapai College,1100 E Sheldon St,Prescott,AZ,86301,4,6,Dr. Penelope H. Wills,President,9284457300, ,860208371,107900,1,www.YC.EDU,www.yc.edu/v4content/admissions/default.htm,www.yc.edu/v4content/financial-aid/default.htm,www.yc.edu/v4content/admissions/become.htm,www.yc.edu/webtools/forms/netpricecalc/,4,2,1,3,1,2,40,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,4,3,1,-1,1,1,3,40,2,3,39140,1,-2,-2,2, ,-2,4025,Yavapai County,404,-112.454156,34.547512
106245,University of Arkansas at Little Rock,2801 S University Ave,Little Rock,AR,72204,5,5,Joel E. Anderson,Chancellor,5015693000, ,710236904,110100,1,ualr.edu/www/,ualr.edu/admissions/,ualr.edu/financialaid/,https://ualr.edu/www/apply/,npc.collegeboard.org/student/app/ualr,1,1,1,9,1,1,11,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,UALR|University of Arkansas-Little Rock|Arkansas Little Rock|,2,17,10,18,6,4,12,16,2,4,30780,1,340,-2,1,University of Arkansas System,105030,5119,Pulaski County,502,-92.341835,34.726644
106263,University of Arkansas for Medical Sciences,4301 W Markham,Little Rock,AR,72205-7199,5,5,"Daniel Rahn, M.D.",Chancellor,5012961275,5016866035,716056774,110900,1,www.uams.edu,www.web.uams.edu/educational-programs-at-uams,www.uams.edu/studentfinancialservices//, ,www.uams.edu,1,1,1,9,1,1,11,1,2,1,1,2,12,1,A ,-2,-2,-2,1,1,1,1,1,UAMS,2,25,-2,-2,-2,6,-2,52,2,2,30780,1,340,-2,1,University of Arkansas System,105030,5119,Pulaski County,502,-92.320945,34.749718
106281,ABC Beauty College Inc,203 S 26th Street,Arkadelphia,AR,71923,5,5,Charles Kirkpatrick,President,8702466726,8702466363,621676204,3065100,1,www.abc-beautycollege.com, , , ,www.abc-beautycollege.com,9,3,3,2,1,2,0,2,2,-2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,11660,2,-2,-2,2, ,-2,5019,Clark County,504,-93.080831,34.12018
106306,Arkansas Baptist College,1621 Dr. Martin Luther King Drive,Little Rock,AR,72202-6068,5,5,Dr. Fitzgerald Hill,President,5013704000,5013727992,710298658,108700,1,www.arkansasbaptist.edu, , , ,arkansasbaptist.edu/New_NetPriceCalculator/npcalc.htm,2,1,2,5,1,2,30,1,1,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,2,23,2,-1,9,2,7,31,2,2,30780,1,340,-2,2, ,-2,5119,Pulaski County,502,-92.290555,34.734751
106315,Arkansas Beauty School,5108 Baseline Rd,Little Rock,AR,72209,5,5,Patricia Ray,Owner,5015625673,5015626037,710648789,3005100,1,arkbeautyschool.com,arkbeautyschool.com, , ,arkbeautyschool.com,9,3,3,2,1,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,30780,1,340,-2,2, ,-2,5119,Pulaski County,502,-92.334814,34.669071
106324,Arkansas Beauty College,109 N Commerce St,Russellville,AR,72801,5,5,Barbara Ward,Owner & Instructor,4799683075,4799683556,710583561,3997300,1,arkansasbeautycollegerussellville.com, , ,arkansasbeautycollegerussellville.com,arkansasbeautycollegerussellvillear.com/npcalc.htm,9,3,3,2,1,2,0,2,2,-2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,40780,2,-2,-2,2, ,-2,5115,Pope County,503,-93.13522,35.278622
106342,Lyon College,2300 Highland Road,Batesville,AR,72501,5,5,Donald V. Weatherman,President,8703077000,8703077001,710246213,108800,1,www.lyon.edu,www.lyon.edu/office-of-enrollment-services.htm,www.lyon.edu/financial-aid.htm,www.lyon.edu/apply-now2.htm,my.lyon.edu/ics/default.aspx,2,1,2,5,1,2,30,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1, ,2,21,6,-1,13,2,8,31,2,1,12900,2,-2,-2,2, ,-2,5063,Independence County,501,-91.628115,35.778934
106351,Arkansas College of Barbering and Hair Design,200 E Washington Ave,North Little Rock,AR,72114,5,5,Larry Robinson,President,5013769696,5013745267,710455324,3023400,1,www.arkansascollegeofbarbering.com,www.arkansascollegeofbarbering.com,www.arkansascollegeofbarbering.com, ,www.arkansascollegeofbarbering.com,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,30780,1,340,-2,2, ,-2,5119,Pulaski County,502,-92.266336,34.753621
106360,Arthur's Beauty College Inc-Fort Smith,2000 North B St,Fort Smith,AR,72901-3342,5,5,Chris Strawn,Owner,4797836245,4797837860,710542768,2363500,1,www.arthursbeautycollege.com,www.arthursbeautycollege.com/faqs.php,www.arthursbeautycollege.com/financial-aid.php, ,www.arthursbeautycollege.com,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,22900,1,-2,-2,1,Arthur's Beauty College Inc.,300350,5131,Sebastian County,503,-94.410967,35.379955
106397,University of Arkansas,Administration Bldg 425,Fayetteville,AR,72701,5,5,G. David Gearhart,Chancellor,4795752000,4795757515,716003252,110800,1,www.uark.edu,admissions.uark.edu/,finaid.uark.edu/,admissions.uark.edu/apply/,finaid.uark.edu/331.php,1,1,1,9,1,1,11,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,University of Arkansas|Arkansas,2,15,14,15,13,4,16,15,1,5,22220,1,-2,-2,1,University of Arkansas System,105030,5143,Washington County,503,-94.178214,36.06153
106412,University of Arkansas at Pine Bluff,1200 N University Mail Slot 4789,Pine Bluff,AR,71601,5,5,Laurence B. Alexander,Chancellor,8705758000,8705754628,716010030,108600,1,www.uapb.edu,www.uapb.edu,www.uapb.edu,uapbactive.uapb.edu/apply/,www.uapb.edu/index.php?option=com_content&view=article&id=59,1,1,1,9,1,1,12,1,1,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,UAPB,2,22,13,11,9,3,13,32,1,2,38220,1,340,-2,1,University of Arkansas System,105030,5069,Jefferson County,504,-92.021263,34.242192
106449,Arkansas State University-Beebe,1000 Iowa Street,Beebe,AR,72012-1000,5,5,Eugene McKay,Chancellor,5018823600,5018828970,710421333,109100,1,www.asub.edu,www.asub.edu/admissions/,www.asub.edu/finaid/,https://www3.asub.edu/admissions/application.asp,www.asub.edu/finaid/npcalc/npcalc.htm,4,2,1,3,1,2,40,1,2,2,2,2,31,1,A ,-2,-2,-2,1,1,1,1,1,ASU-BEEBE,4,11,1,-1,2,1,3,40,2,2,42620,2,340,-2,1,Arkansas State University System,105010,5145,White County,502,-91.896165,35.074512
106458,Arkansas State University-Main Campus,2105 E. Aggie Road,Jonesboro,AR,72401,5,5,Dr. Tim Hudson,Chancellor,8709722100, ,716000556,109000,1,www2.astate.edu,admissions.astate.edu/,finaid.astate.edu/,www2.astate.edu/a/student-affairs/admissions/apply-now/,www.astate.edu/a/finaid/tuition-fees/net-price-calculator/index.dot,1,1,1,9,1,1,11,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,Arkansas State University-Jonesboro,2,18,13,18,9,4,12,21,2,4,27860,1,308,-2,1,Arkansas State University System,105010,5031,Craighead County,501,-90.680478,35.842779
106467,Arkansas Tech University,Administration Bldg 200; 1509 N Boulder Ave,Russellville,AR,72801-2222,5,5,Robert C Brown,President,4799680389, ,716014834,108900,1,www.atu.edu,admissions.atu.edu/,finaid.atu.edu/,admissions.atu.edu/,www.atu.edu/finaid/npcalc.htm,1,1,1,8,1,1,20,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,ATU|Tech|Arkansas Tech,2,18,13,4,10,3,13,21,2,4,40780,2,-2,-2,2, ,-2,5115,Pope County,503,-93.13233,35.295227
106485,University of Arkansas at Monticello,Highway 425 South,Monticello,AR,71656,5,5,Dr. Jack Lassiter,Chancellor,8703676811,8704601321,716008509,108500,1,www.uamont.edu,www.uamont.edu/admissions/,www.uamont.edu/FinancialAid/,https://www.uamont.edu/forms/admissions/admissionsform2.asp,www.collegeportraits.org/AR/UAM/estimator/agree,1,1,1,7,1,1,20,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,UAM,3,20,13,9,9,3,9,32,2,2,-2,-2,-2,-2,1,University of Arkansas System,105030,5043,Drew County,504,-91.812971,33.589788
106494,Arthur's Beauty College Inc-Jacksonville,2600 John Harden Dr,Jacksonville,AR,72076,5,5,Chris Strawn,Owner,5019828987,5014570033,710542768,2538500,1,arthursbeautycollege.com,www.arthursbeautycollege.com/faqs.php,www.arthursbeautycollege.com/financial-aid.php, ,www.arthursbeautycollege.com,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,30780,1,340,-2,1,Arthur's Beauty College Inc.,300350,5119,Pulaski County,502,-92.102284,34.8918
106546,Baptist Health Schools-Little Rock,11900 Col Glenn Rd Ste 1000,Little Rock,AR,72210-2820,5,5,Judy Pile,Assistant Vice President of Education,5012026200, ,710236856,3105200,1,www.bhslr.edu, , , ,www.bhslr.edu/student-services/accounts/netprice/npcalc.htm,5,2,2,4,1,2,0,2,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,30780,1,340,-2,1,Baptist Health,200150,5119,Pulaski County,502,-92.40692,34.713115
106625,Black River Technical College,1410 Hwy 304 East,Pocahontas,AR,72455,5,5,Wayne Hatcher,President,8702484000,8702484100,710416918,2052200,1,www.blackrivertech.edu,www.blackrivertech.org/prospective-students/admission-registration-enrollment,finaid.blackrivertech.edu/,https://connect.blackrivertech.org/adm/nappadm.html,finaid.blackrivertech.edu,4,2,1,3,1,2,40,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,4,2,1,-1,3,1,2,40,2,2,-2,-2,-2,-2,2, ,-2,5121,Randolph County,501,-90.951033,36.239793
106704,University of Central Arkansas,201 Donaghey Ave,Conway,AR,72035-0001,5,5,Tom Courtway,President,5014505000, ,716001828,109200,1,www.uca.edu,uca.edu/admissions,www.uca.edu/financialaid/,www.uca.edu,www.uca.edu/financialaid/AidCalculator.php,1,1,1,9,1,1,11,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,18,13,13,10,4,13,21,2,4,30780,1,340,-2,2, ,-2,5045,Faulkner County,502,-92.45931,35.078196
106713,Central Baptist College,1501 College Avenue,Conway,AR,72034,5,5,Terry Kimbrow,President,5013296872,5013292941,710349638,109300,1,www.cbc.edu,www.cbc.edu/students/admissions.aspx,www.cbc.edu/students/financial_aid.aspx,www.cbc.edu/students/admissions/applying_to_cbc.aspx,www.cbc.edu/students/financial_aid/net_price_calculator.aspx,2,1,2,5,1,2,30,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,CBC,2,22,15,-1,11,2,6,51,2,1,30780,1,340,-2,2, ,-2,5045,Faulkner County,502,-92.444102,35.084574
106795,Cossatot Community College of the University of Arkansas,183 College Drive,De Queen,AR,71832,5,5,Steve Cole,Chancellor,8705844471,8706428766,710445507,2220900,1,www.cccua.edu/,www.cccua.edu/admission-registration,www.cccua.edu/paying-for-college/financial-aid-scholarships,www.cccua.edu/admission-registration/how-to-apply-register/apply-for-admission,www.cccua.edu/public/userfiles/files/FinAid/NPC/npcalc.htm,4,2,1,3,1,2,40,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,4,11,1,-1,1,1,2,40,2,2,-2,-2,-2,-2,1,University of Arkansas System,105030,5133,Sevier County,504,-94.3673,34.043389
106810,Crowley's Ridge College,100 College Dr,Paragould,AR,72450,5,5,Ken Hoppe,President,8702366901,8702367488,710462177,109500,1,www.crc.edu/, , , ,www.crc.edu/,2,1,2,5,1,2,30,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,3,13,1,-1,3,1,1,40,2,1,37500,2,308,-2,2, ,-2,5055,Greene County,501,-90.58482,36.066239
106829,Crowley's Ridge Technical Institute,1620 Newcastle Road,Forrest City,AR,72335-0925,5,5,Burl Lieblong,President,8.70634E+12,8706339328,710847443,704400,1,www.crti.tec.ar.us, , , ,www.crti.tec.ar.us,7,3,1,2,1,2,0,2,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,CRTI,6,-3,-3,-3,-3,-3,-3,-3,2,1,22620,2,368,-2,2, ,-2,5123,St. Francis County,501,-90.767807,35.041908
106883,East Arkansas Community College,1700 Newcastle Rd,Forrest City,AR,72335-2204,5,5,Dr. Coy Grace,President,8.70633E+12,8706333840,710450242,1226000,1,WWW.EACC.EDU,www.eacc.edu/Students/admissions/default_admissions.htm,www.eacc.edu/Students/financial_aid/default_financial.htm,cc.eacc.edu/cc3_scripts/cc_server.exe,www.eacc.edu/Students/financial_aid/net_price_calc.html,4,2,1,3,1,2,40,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,4,1,1,-1,2,1,2,40,2,2,22620,2,368,-2,2, ,-2,5123,St. Francis County,501,-90.767445,35.039673
106892,Eastern College of Health Vocations-Little Rock,200 South University Avenue,Little Rock,AR,72205,5,5,Joseph P. Dalto III,Owner,5015680211, ,710579911,2272400,1,www.easterncollege.edu,www.easterncollege.edu,www.easterncollege.edu,www.easterncollege.edu,www.easterncollege.edu,9,3,3,1,1,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,30780,1,340,-2,2, ,-2,5119,Pulaski County,502,-92.341891,34.75128
106908,Imagine-Paul Mitchell Partner School,4201 E McCain Blvd,North Little Rock,AR,72117,5,5,George Brunt,Owner,5018011833,5013753595,208251565,3124900,1,www.pmlittlerock.com,www.pmlittlerock.com,www.pmlittlerock.com, ,www.pmlittlerock.com,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,30780,1,340,-2,1,Paul Mitchell Schools,303610,5119,Pulaski County,502,-92.221304,34.791306
106980,National Park Community College,101 College Dr,Hot Springs,AR,71913,5,5,Sally Carder,President,5017604222,5017604100,710445211,1210500,1,www.npcc.edu,www.npcc.edu,www.npcc.edu/FinancialAid,www.npcc.edu/admissions/financialaid/cost-of-attendance,www.npcc.edu/admissions/financialaid/npcalc/npcalc.htm,4,2,1,3,1,2,40,1,2,2,2,2,23,1,A ,-2,-2,-2,1,1,1,1,1, ,4,2,1,-1,2,1,3,40,2,2,26300,1,284,-2,2, ,-2,5051,Garland County,504,-93.117111,34.512731
106999,University of Arkansas Community College-Batesville,2005 White Drive,Batesville,AR,72503-3350,5,5,Deborah Frazier,Chancellor,8706122000,8706122097,710445264,2073500,1,www.uaccb.edu, , , ,www.uaccb.edu,4,2,1,3,1,2,40,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,UACCB,4,11,1,-1,3,1,2,40,2,2,12900,2,-2,-2,1,University of Arkansas System,105030,5063,Independence County,501,-91.616123,35.79293
107044,Harding University,915 E. Market Ave.,Searcy,AR,72143,5,5,Bruce McLarty,President,5012794000, ,710236896,109700,1,www.harding.edu,www.harding.edu/admissions/,www.harding.edu/finaid/,www.harding.edu/admissions/howtoapply.html,www.harding.edu/admissions/npc.html,2,1,2,9,1,1,11,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,2,18,13,9,10,4,14,22,2,3,42620,2,340,-2,2, ,-2,5145,White County,502,-91.729008,35.249605
107071,Henderson State University,1100 Henderson Street,Arkadelphia,AR,71999-0001,5,5,"Glendell Jones, Jr.",President,8702305000,8702305144,716000286,109800,1,www.hsu.edu,www.hsu.edu/admissions/,www.hsu.edu/interior4.aspx?id=115,www.hsu.edu/form.aspx?id=2790,www.hsu.edu/financial-aid/npcalc.htm,1,1,1,8,1,1,20,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,2,19,13,6,11,3,13,21,2,2,11660,2,-2,-2,2, ,-2,5019,Clark County,504,-93.060313,34.127792
107080,Hendrix College,1600 Washington Ave,Conway,AR,72032-3080,5,5,Dr. William M. Tsutsui,President,5013296811,5014501200,710236897,109900,1,www.hendrix.edu,www.hendrix.edu/admission,www.hendrix.edu/financialaid,www.hendrix.edu/apply,www.hendrix.edu/Admission/PriceCalculator/,2,1,2,7,1,1,20,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,21,4,2,12,3,11,31,2,2,30780,1,340,-2,2, ,-2,5045,Faulkner County,502,-92.442021,35.09972
107099,Hot Springs Beauty College,100 Cones Rd,Hot Springs,AR,71901,5,5,Wentz Akard,Chief Executive Officer,5016244258,5016238221,710602928,3007100,1,hotspringsbeautycollege.com, , , ,hotspringsbeautycollege.com,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,26300,1,284,-2,2, ,-2,5051,Garland County,504,-93.038381,34.496287
107123,Jefferson Regional Medical Center School of Nursing,1600 West 40th St,Pine Bluff,AR,71603,5,5,Kathy Pierce,Director,8705417850,8705417807,710329353,2330800,1,www.jrmc.org,www.jrmc.org,www.jrmc.org,www.jrmc.org, ,5,2,2,4,1,2,0,2,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2,JRMC School of Nursing,6,-3,-3,-3,-3,-3,-3,-3,2,1,38220,1,340,-2,1,Jefferson Regional Medical System,200770,5069,Jefferson County,504,-92.018045,34.187831
107141,John Brown University,2000 W University St,Siloam Springs,AR,72761,5,5,Dr Charles W. Pollard,President,4795249500,4795249548,710239576,110000,1,www.jbu.edu,www.jbu.edu/admissions/,www.jbu.edu/admissions/financial_aid/,www.jbu.edu/apply/,info.eaglenet.jbu.edu/npc,2,1,2,8,1,1,20,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,16,11,12,4,11,32,2,2,22220,1,-2,-2,2, ,-2,5007,Benton County,503,-94.559088,36.191077
107211,Lees School of Cosmetology,2700 W. Pershing Blvd,North  Little Rock,AR,72114-3800,5,5,Linda  Lee,Director,5017582800,5017582800,710670823,2525800,1,LSCTraining.com, , , ,www.lsctraining.com,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,30780,1,340,-2,2, ,-2,5119,Pulaski County,502,-92.296729,34.781993
107220,Career Academy of Hair Design,346 E. Robinson Ave,Springdale,AR,72764-7128,5,5,Jim Butenschoen,Administrator,4797566060,4797560465,710767610,2341700,1,www.beautynwa.com,www.beautynwa.com,www.beautynwa.com,www.beautynwa.com,www.beautynwa.com,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2,Leon's Inc. DBA Career Academy of Hair Design,6,-3,-3,-3,-3,-3,-3,-3,2,1,22220,1,-2,-2,2, ,-2,5143,Washington County,503,-94.131834,36.16757
107275,Marsha Kay Beauty College,408 Hwy 201 N,Mountain Home,AR,72653-3164,5,5,Marsha Kay Snedecor,Director,8704257575,8704240123,710451276,2287400,1,marshakaybeautycollege.com,marshakaybeautycollege.com,marshakaybeautycollege.com,marshakaybeautycollege.com,marshakaybeautycollege.com,9,3,3,2,1,2,0,2,2,-2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,34260,2,-2,-2,2, ,-2,5005,Baxter County,501,-92.386019,36.344658
107293,Academy of Salon and Spa,311 S 16th St,Fort Smith,AR,72901,5,5,Patricia Anderson,President,4797825059,4797820568,710416504,1074100,1,www.academysalonspa.com,www.academysalonspa.com,www.academysalonspa.com,www.academysalonspa.com,www.academysalonspa.com,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,22900,1,-2,-2,1,Mellie's Inc.,303120,5131,Sebastian County,503,-94.416327,35.380891
107318,Mid-South Community College,2000 W.  Broadway,West Memphis,AR,72301-3829,5,5,Dr. Glen F. Fenter,President,8707336722,8707336710,710533838,2348200,1,www.midsouthcc.edu, ,www.midsouthcc.edu/finaid/,https://www.midsouthcc.edu/mscc_db_forms/,www.netpricecalc.com/calc/midsouthcc,4,2,1,3,1,2,40,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,MSCC,4,4,1,-1,1,1,2,40,2,2,32820,1,368,-2,2, ,-2,5035,Crittenden County,501,-90.22285,35.145736
107327,Arkansas Northeastern College,2501 S Division,Blytheville,AR,72316-1109,5,5,Dr. James Shemwell,President,8.70762E+13, ,710460696,1286000,1,www.anc.edu, , , ,www.anc.edu,4,2,1,3,1,2,40,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,4,2,1,-1,2,1,2,40,2,2,14180,2,-2,-2,2, ,-2,5093,Mississippi County,501,-89.922491,35.897362
107363,Margaret's Hair Academy Inc,305 East Gaines Street,Monticello,AR,71655,5,5,Eric Thompson,Owner,8703675533,8703675544,710801152,3254300,1, , , , ,www.margaretshairacademy.com,9,3,3,2,1,2,0,2,2,-2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,-2,-2,-2,-2,2, ,-2,5043,Drew County,504,-91.7887,33.629169
107442,New Tyler Barber College Inc,1221 E 7th St,North Little Rock,AR,72114-4973,5,5,Ricky Bryant,President,5013750377,5013751241,710529193,2284200,1,newtylerbarbercollege.com,newtylerbarbercollege.com,newtylerbarbercollege.com, ,newtylerbarbercollege.com,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,30780,1,340,-2,2, ,-2,5119,Pulaski County,502,-92.254108,34.759076
107460,North Arkansas College,1515 Pioneer Dr,Harrison,AR,72601-5508,5,5,Jackie Elliott,President,8707433000,8703913250,710451862,1226100,1,www.northark.edu,www.northark.edu/future_students/admissions.aspx,www.northark.edu/financialaid/default.aspx,www.northark.edu/future_students/admissions/application_for_admission.aspx,www.northark.edu/financialaid/tuition_calculator.aspx,4,2,1,3,1,2,40,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,Northark,4,2,1,-1,3,1,2,40,2,2,25460,2,-2,-2,2, ,-2,5009,Boone County,503,-93.087317,36.220528
107488,Northwest Technical Institute,709 S Old Missouri Rd,Springdale,AR,72764,5,5,George V. Burch,President,47975188240,4797517780,710446652,2073700,1,www.nwti.edu,nwti.edu,nwti.edu, ,nwti.edu/netprice/npcalc.htm,7,3,1,2,1,2,0,2,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,NTI |Northwest Vo-Tech |Northwest Vocational-Technical School,6,-3,-3,-3,-3,-3,-3,-3,2,1,22220,1,-2,-2,2, ,-2,5143,Washington County,503,-94.116433,36.178617
107512,Ouachita Baptist University,410 Ouachita St,Arkadelphia,AR,71998-0001,5,5,"Rex M. Horne, Jr.",President,8702455000,8702455412,710239383,110200,1,www.obu.edu,www.obu.edu/admissions/,www.obu.edu/finaid/,www.obu.edu/admissions/applying-to-ouachita/,www.obu.edu/finaid/,2,1,2,5,1,2,30,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,OBU,2,21,9,-1,10,2,11,32,2,2,11660,2,-2,-2,2, ,-2,5019,Clark County,504,-93.052442,34.125045
107521,College of the Ouachitas,One College Circle,Malvern,AR,72104-0816,5,5,Dr. Stephen Schoonmaker,President,5.01338E+13,5013324100,710411511,997600,1,www.coto.edu, , , ,www.coto.edu/sites/default/static/netpricecalc/npcalc.htm,4,2,1,3,1,2,40,1,2,2,2,2,31,1,A ,-2,-2,-2,1,1,1,1,1, ,4,1,1,-1,1,1,2,40,2,2,31680,2,284,-2,2, ,-2,5059,Hot Spring County,504,-92.821416,34.378745
107549,Ozarka College,218 College Dr,Melbourne,AR,72556-0010,5,5,Dr. Richard  L. Dawe,President,8703687371,8703682092,710443460,2087000,1,www.ozarka.edu,www.ozarka.edu/admissions.cfm,www.ozarka.edu/finaid/,https://otc.ozarka.edu/application/online_app_Start.cfm,www.ozarka.edu/finaid/npcalc.cfm,4,2,1,3,1,2,40,1,2,2,2,2,43,1,A ,-2,-2,-2,1,1,1,1,1, ,4,1,1,-1,2,1,2,40,2,2,-2,-2,-2,-2,2, ,-2,5065,Izard County,501,-91.896355,36.053031
107558,University of the Ozarks,415 N College Ave,Clarksville,AR,72830,5,5,Richard L.  Rich  Dunsworth,President,4799791000, ,710236867,109400,1,www.ozarks.edu,admissions.ozarks.edu,admissions.ozarks.edu/faid/,https://admissions.ozarks.edu/secure/forms/apply/,admissions.ozarks.edu/secure/calc/,2,1,2,5,1,2,30,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,Ozarks,2,22,9,-1,10,2,8,32,2,1,-2,-2,-2,-2,2, ,-2,5071,Johnson County,504,-93.467924,35.477785
